,gen,bestFit,worstFit,meanFit,Nrepeats,orgulho,decpcao
0,0,0.08534427423570638,2.380949872312688e-05,0.015540969379948649,0,0,0
0,1,0.08534427423570638,3.2536703896502556e-05,0.018039801070573003,0,4,14
0,2,0.08534427423570638,4.09297286671355e-05,0.018324968581701743,0,4,30
0,3,0.08534427423570638,4.09297286671355e-05,0.017134432113872104,0,6,42
0,4,0.0964766592540839,4.09297286671355e-05,0.020450025963405217,0,7,53
0,5,0.09370907532418703,2.380949872312688e-05,0.01911109712615507,1,5,66
0,6,0.08534427423570638,4.09297286671355e-05,0.02274302284237002,1,7,79
0,7,0.08534427423570638,5.514778287443675e-06,0.022282727816688847,1,6,91
0,8,0.08534427423570638,2.723947181737696e-06,0.022773671656294556,2,3,108
0,9,0.08534427423570638,4.09297286671355e-05,0.02173059784832566,0,6,120
0,10,0.08534427423570638,4.09297286671355e-05,0.023647620443340584,0,6,132
0,11,0.08534427423570638,4.09297286671355e-05,0.022571684641907362,1,4,146
0,12,0.08534427423570638,4.09297286671355e-05,0.02595482924659445,5,3,159
0,13,0.11021704036963317,4.09297286671355e-05,0.03183224013302342,3,8,167
0,14,0.08687012205069386,1.356957979045803e-05,0.02577594969911722,1,4,183
0,15,0.09752454774606373,4.09297286671355e-05,0.026838388325588332,0,5,196
0,16,0.08534427423570638,2.723947181737696e-06,0.03274516261504082,4,5,211
0,17,0.09752454774606373,2.723947181737696e-06,0.028001879840671394,3,2,227
0,18,0.11021704036963317,4.09297286671355e-05,0.03688631626082485,4,9,236
0,19,0.11021704036963317,3.2536703896502556e-05,0.023593190301158088,1,3,253
0,20,0.08534427423570638,4.09297286671355e-05,0.023879552944855106,1,6,265
0,21,0.08534427423570638,4.09297286671355e-05,0.023191300118387482,3,6,279
0,22,0.08534427423570638,2.380949872312688e-05,0.02490276763090332,2,8,289
0,23,0.11021704036963317,4.09297286671355e-05,0.025718631160608057,1,8,301
0,24,0.08534427423570638,4.09297286671355e-05,0.02395919512670402,1,8,311
0,25,0.08534427423570638,4.09297286671355e-05,0.02784319870317527,8,10,319
0,26,0.11021704036963317,4.09297286671355e-05,0.029307687789612215,3,6,331
0,27,0.08534427423570638,1.113148687615448e-05,0.03272636048367408,10,13,336
0,28,0.11021704036963317,4.09297286671355e-05,0.03311829040551605,7,6,350
0,29,0.08534427423570638,4.09297286671355e-05,0.030001728496034843,5,6,364
0,30,0.08534427423570638,4.09297286671355e-05,0.03282019937296961,3,10,372
0,31,0.08534427423570638,2.380949872312688e-05,0.03185599160965495,9,7,385
0,32,0.11021704036963317,4.09297286671355e-05,0.039131292944150534,11,11,392
0,33,0.11021704036963317,4.09297286671355e-05,0.03056860909495792,7,6,406
0,34,0.11021704036963317,2.723947181737696e-06,0.032670986533354894,7,9,417
0,35,0.11021704036963317,4.09297286671355e-05,0.034380772309798184,3,4,431
0,36,0.11021704036963317,2.723947181737696e-06,0.03894823440798507,5,8,441
0,37,0.11021704036963317,4.09297286671355e-05,0.03575708025247639,4,5,452
