,gen,bestFit,worstFit,meanFit,Nrepeats,orgulho,decpcao
0,0,0.061628660703168935,1.8564425997038013e-05,0.010376781618833347,0.0,0.0,0.0
1,1,0.06478640215692343,2.6074004544802077e-05,0.013245393776178593,0.6,7.2,12.0
2,2,0.05823208225040233,5.5664070828863595e-05,0.013743990809612583,2.0,5.8,24.6
3,3,0.06218851065803395,1.8019636560815125e-05,0.014346822613016424,1.2,8.8,35.0
4,4,0.06039529174717299,4.4408943665690124e-05,0.015279441822133352,2.0,5.8,47.6
5,5,0.06981524209354287,9.167423412167035e-05,0.01645830833077886,1.8,7.2,59.2
6,6,0.05585974573256618,8.462740597053504e-05,0.0189025149014458,1.8,9.0,69.4
7,7,0.0633095653852886,5.423342813530841e-05,0.01963552222982336,2.6,9.0,78.4
8,8,0.06945576994508336,0.00028990420381596666,0.022260541849271946,2.6,8.6,87.8
9,9,0.07093706911521365,9.777068823188731e-05,0.0239791932887642,2.8,8.6,97.2
10,10,0.05893361697124673,2.15169235401097e-05,0.023778748168186193,2.8,8.4,106.4
11,11,0.06399658529841387,2.613793764059386e-05,0.02446444415282622,3.0,10.2,115.8
12,12,0.06743698908784539,5.5213169219870716e-05,0.025139460163573258,2.2,9.6,123.4
13,13,0.06350853903683966,2.4387710310752906e-05,0.02513793397954116,1.8,9.6,133.0
14,14,0.06545713875492995,5.561782797504749e-05,0.025176188434345614,1.0,5.6,145.4
15,15,0.06413077384037046,5.1102669340478727e-05,0.02407415040214512,2.4,7.0,157.6
16,16,0.05774686046385245,5.9026201291106884e-05,0.025273448309007497,2.8,8.4,167.6
17,17,0.06244618563200691,0.00012791467294187897,0.02414686950782183,1.6,7.0,179.0
18,18,0.08340343333673601,0.00029887034194745843,0.023353372101608302,2.4,6.6,190.0
19,19,0.06577043707084052,8.472509070833247e-05,0.024148785279953143,2.6,8.6,199.4
20,20,0.06113286130813339,7.112157429821204e-05,0.025265409780283188,3.0,8.2,208.4
21,21,0.058899166026741986,4.886501176533815e-05,0.026233320397780018,2.8,9.8,217.4
22,22,0.07045039547635415,0.00010872482180945353,0.02884301292516937,1.8,12.0,223.0
23,23,0.059410536037452014,4.3710928434775376e-05,0.027660970070635775,3.8,10.6,231.2
24,24,0.06198551616769708,0.0001601084463577123,0.027195299748061057,2.4,10.2,238.6
25,25,0.05759022497937941,6.498584964930309e-05,0.02653538933933285,2.4,10.0,247.4
26,26,0.05850151342101375,0.00018873047586241552,0.027469445396473224,3.2,11.2,254.6
27,27,0.055859487788640735,0.0002711142500148807,0.028153821423625502,3.2,10.8,261.8
28,28,0.06275537961723539,0.0002642184254464515,0.028283408091993967,2.2,10.2,269.2
29,29,0.061342345761743536,0.00033520228575048956,0.028492621126047245,3.8,11.4,275.8
30,30,0.07190465796719189,7.159729127951143e-05,0.028189803011908453,3.6,9.0,285.2
31,31,0.05927777836083305,8.935953769839846e-05,0.028947912605129585,3.6,10.4,292.8
32,32,0.0676186012524497,0.0002642184254464515,0.0298419004792213,3.4,11.2,300.4
33,33,0.07503076202679544,0.00013593282488899336,0.03002820765376556,4.6,10.2,309.0
34,34,0.0652318965604336,9.674892731467187e-05,0.028967477298460543,4.8,10.0,318.2
35,35,0.06328805533825305,8.781901843077882e-05,0.02837882909453125,3.2,8.6,328.4
36,36,0.0652318965604336,0.0002945510860706393,0.028088793764790104,3.6,9.0,337.4
37,37,0.0640531582081291,3.400429873785984e-05,0.028226549428108687,4.6,10.4,345.8
38,38,0.06226779028948565,6.864719622956101e-05,0.028417508170338383,3.8,10.8,353.4
39,39,0.06005992940157521,2.3888198900363603e-05,0.029979360305364373,4.8,9.4,361.6
40,40,0.05577947148070624,7.005774343982253e-05,0.030997036071908485,6.6,11.0,369.8
41,41,0.05756243029162315,7.204788058989047e-05,0.030490402749940075,6.2,10.6,378.0
42,42,0.05711952174564838,5.265843658654706e-05,0.03087990512203162,6.4,10.8,386.0
43,43,0.058864867877568616,6.920295995758093e-05,0.03132957934746165,5.2,12.0,392.4
44,44,0.05632326554527386,3.070139548426841e-05,0.028319947625500032,4.4,10.6,400.6
45,45,0.057243110967880276,0.00023710753282185754,0.030259321217728563,5.4,10.4,408.6
46,46,0.0647580352621351,9.99398147536314e-05,0.03089454982477935,3.8,10.6,416.4
47,47,0.06710986109521613,0.0002631750539335391,0.03199905144689713,4.4,12.0,423.2
48,48,0.06766597949249722,0.00016455922424279495,0.02998293962554438,4.0,10.8,430.8
49,49,0.07618999499649565,0.00027326771240591133,0.030214041017422227,3.2,11.6,437.6
50,50,0.06537528561755042,0.00010541184452896688,0.02872764404501509,4.4,9.4,446.6
51,51,0.06236394912111641,0.0002731145012105887,0.027385945448608413,5.6,11.4,453.6
52,52,0.06490254751974522,0.0002947762908708258,0.030707902789394552,5.8,11.6,461.2
53,53,0.08775428175243143,0.00011642482608057453,0.03130290898743297,5.0,12.6,467.4
54,54,0.08074272450055964,0.00024473496028738025,0.02991251376047536,3.2,12.2,474.0
55,55,0.06027539163381286,2.8783134207727866e-05,0.02925765374061303,4.4,10.2,483.0
56,56,0.08341134715401581,0.0002947762908708258,0.030048406159796027,3.2,11.2,490.6
57,57,0.08032144473542922,0.0002989934011791036,0.029530243531850586,5.8,12.2,497.6
58,58,0.0842518008052391,0.0002934234915600968,0.030632407670195882,4.2,11.8,504.2
59,59,0.04989113487945347,0.0002654733449135091,0.031070267351046465,5.0,11.6,511.0
60,60,0.07355618777534899,0.0002615045094884845,0.03209792319386946,4.6,12.6,516.8
61,61,0.054128000292035836,6.577891396877922e-05,0.02999626794724452,4.8,11.4,523.8
62,62,0.06555182291068566,0.00016199359514543267,0.03073983853072601,3.8,12.4,529.4
63,63,0.06555182291068566,9.49256634674197e-05,0.02924056116517663,2.8,10.8,537.8
64,64,0.05448752273171822,5.7936947116969964e-05,0.026018171650603245,3.0,8.8,548.2
65,65,0.06353673937998652,6.792295283822312e-05,0.028825488672670818,3.6,11.2,556.2
66,66,0.06397846081633836,0.00019386217020011162,0.028895416003528584,4.2,11.2,564.2
67,67,0.0676373364182857,5.77367559092127e-05,0.02911034886998549,3.2,9.4,574.0
68,68,0.060401649380917834,0.00015368106613070063,0.028840844893962325,4.0,8.4,582.4
69,69,0.06268725980686034,0.0001502348728307545,0.029299612171074844,4.8,11.0,589.4
70,70,0.05156925274927041,9.596000503680975e-05,0.028133119130218865,3.2,10.6,596.8
71,71,0.054718866888563686,5.896903043762006e-05,0.02763359006275219,3.0,8.6,605.8
72,72,0.06633790652665005,8.544327516913128e-05,0.028015107888734736,2.0,11.4,613.2
73,73,0.07658942009021397,0.00032824901935524524,0.026927161053678584,2.4,9.4,622.2
74,74,0.07208997139190357,7.654160306790029e-05,0.023835558070366414,3.0,8.2,632.8
75,75,0.0868122989648764,0.00010070779142093201,0.02535067061276,1.4,9.6,641.6
76,76,0.055029597608009885,0.00012816119549254105,0.027317046508155057,2.6,9.4,650.2
77,77,0.06692553190294366,0.00013507551168429058,0.027245036982539883,5.0,9.6,659.0
78,78,0.06700851561967436,0.00017070263370022945,0.027386275553216443,4.8,9.4,668.0
79,79,0.06224230656312226,9.785450604978885e-05,0.028481191843779147,4.2,11.4,675.4
80,80,0.0641928123000167,8.935953769839846e-05,0.026155581350412148,5.8,11.6,683.0
81,81,0.061807336895618514,7.596247771153274e-05,0.026759858587553975,5.8,9.4,691.6
