,gen,bestFit,worstFit,meanFit,Nrepeats,orgulho,decpcao
0,0,0.06770348979391179,4.09297286671355e-05,0.018641135591349528,0,0,0
0,1,0.07265501431658362,3.143036271245386e-06,0.017276322776653568,1,8,12
0,2,0.07265501431658362,1.2040300767436537e-05,0.021747434066626,4,11,21
0,3,0.07265501431658362,3.143036271245386e-06,0.022250388254115027,3,7,34
0,4,0.09826516225494679,5.2901385276787945e-05,0.024398284185132388,3,6,48
0,5,0.07265501431658362,4.09297286671355e-05,0.03107117576000764,8,4,62
0,6,0.07265501431658362,4.09297286671355e-05,0.034608361114894105,4,11,71
0,7,0.07265501431658362,4.09297286671355e-05,0.0346576437695831,4,7,82
0,8,0.07265501431658362,2.723947181737696e-06,0.03994087112664073,4,11,91
0,9,0.07265501431658362,4.290012929824804e-05,0.04347188853660322,1,14,95
0,10,0.07265501431658362,0.00020485392158005666,0.04283161426063226,3,7,104
0,11,0.07265501431658362,7.827902127537426e-05,0.048647894134069336,2,14,108
0,12,0.07265501431658362,1.113148687615448e-05,0.04977249893645916,1,8,116
0,13,0.07265501431658362,2.723947181737696e-06,0.05271460952612665,2,13,123
0,14,0.07265501431658362,4.09297286671355e-05,0.047188259395273595,1,12,131
0,15,0.07265501431658362,0.00020485392158005666,0.05520854345461713,1,15,134
0,16,0.07265501431658362,0.00020485392158005666,0.05349349762732128,3,15,137
0,17,0.07265501431658362,0.00020485392158005666,0.05790239441722875,5,17,138
0,18,0.07265501431658362,0.00020485392158005666,0.05812845453873021,2,17,141
0,19,0.07265501431658362,1.2040300767436537e-05,0.05310415839939033,3,16,145
0,20,0.07265501431658362,0.00020485392158005666,0.05555349285554668,4,17,146
0,21,0.07265501431658362,0.00020485392158005666,0.0538356038761681,1,14,152
0,22,0.07265501431658362,0.00020485392158005666,0.05540387793017197,2,16,156
0,23,0.07265501431658362,0.00020485392158005666,0.0563644830559142,3,15,159
0,24,0.07265501431658362,4.09297286671355e-05,0.05813382775976433,5,19,160
0,25,0.07265501431658362,1.356957979045803e-05,0.050873951678380526,4,14,164
0,26,0.07265501431658362,0.00020485392158005666,0.057917656172490346,2,15,167
0,27,0.07265501431658362,0.00020485392158005666,0.05770132947596768,5,17,168
0,28,0.07265501431658362,4.09297286671355e-05,0.05227712114668134,2,17,169
0,29,0.07265501431658362,0.00020485392158005666,0.05340080258341159,4,16,171
0,30,0.07265501431658362,0.00020485392158005666,0.056324052808933586,6,17,172
0,31,0.07265501431658362,1.113148687615448e-05,0.05391655255380853,1,15,175
0,32,0.07265501431658362,4.09297286671355e-05,0.056722413599831364,7,19,176
0,33,0.07265501431658362,0.00020485392158005666,0.05005952241786654,6,16,178
0,34,0.07265501431658362,4.09297286671355e-05,0.055814196363317775,7,17,179
0,35,0.07265501431658362,0.00020485392158005666,0.057488851528655835,2,15,180
0,36,0.07265501431658362,0.00020485392158005666,0.05374737398922151,2,16,182
0,37,0.07265501431658362,0.00020485392158005666,0.0589179442676422,7,18,182
0,38,0.07265501431658362,0.00020485392158005666,0.058648801676797556,4,17,185
0,39,0.07265501431658362,0.00020485392158005666,0.05413135491497595,3,16,189
0,40,0.07265501431658362,0.00020485392158005666,0.05788376733026925,5,18,191
0,41,0.07265501431658362,0.00020485392158005666,0.05738880751681268,4,17,194
0,42,0.07265501431658362,3.2536703896502556e-05,0.05676032007417858,3,16,198
0,43,0.07265501431658362,0.00020485392158005666,0.06015679822899643,5,17,199
0,44,0.07265501431658362,0.00020485392158005666,0.06011812147825645,5,16,201
0,45,0.07265501431658362,0.00020485392158005666,0.05831735935015544,10,18,201
0,46,0.07265501431658362,0.00020485392158005666,0.05701171613856349,3,17,202
0,47,0.07265501431658362,0.00020485392158005666,0.05698930634661876,4,17,203
0,48,0.07265501431658362,0.00020485392158005666,0.05707527577493183,2,12,207
0,49,0.07265501431658362,0.00020485392158005666,0.05755729928148723,4,17,208
0,50,0.07265501431658362,0.00020485392158005666,0.053272180535670545,2,14,212
