,gen,bestFit,worstFit,meanFit,Nrepeats,orgulho,decpcao
0,0,0.06902578361037517,1.5819688964587782e-05,0.014059514258996472,0.0,0.0,0.0
1,1,0.06788402812525542,5.0985664846558206e-05,0.01570296406687379,1.4,3.8,5.8
2,2,0.06400838032755492,5.9635654716187495e-05,0.015572978394753556,1.6,2.4,12.6
3,3,0.05747650695096183,7.005774343982255e-05,0.015101597308038622,0.6,3.0,18.8
4,4,0.06722963637162596,9.564597165730779e-05,0.015327161220361938,0.8,3.4,24.2
5,5,0.053478202987050874,0.00010930449617982284,0.015319973749646184,1.2,3.4,30.0
6,6,0.07217553930335448,8.548279523509627e-05,0.01729650289324574,1.6,4.2,35.4
7,7,0.07139900383087128,8.974424449246959e-05,0.019547751851452348,1.8,4.8,40.2
8,8,0.06881128014214946,5.001553934074776e-05,0.016661895602123333,1.2,2.0,47.8
9,9,0.06376983503638343,6.549718858090476e-05,0.0178025391008767,0.8,4.4,53.0
10,10,0.07161584399277798,5.1836310087385385e-05,0.01813981439021916,1.6,2.8,58.2
11,11,0.06751664915511708,5.4823495597364884e-05,0.020018878317909772,1.6,2.8,63.8
12,12,0.07110570735184726,6.49494961599251e-05,0.02105301707829796,1.8,4.0,68.6
13,13,0.06799264618635793,0.0001011759226260013,0.020492701364258507,2.8,3.4,73.6
14,14,0.07206583067245279,9.210702661999868e-05,0.022663092468974612,1.2,3.6,79.6
15,15,0.06389351560878645,9.419770950331547e-05,0.021789253850317495,1.8,3.6,85.2
16,16,0.07527677308271641,9.243528673128733e-05,0.023680953482018784,2.6,4.2,90.2
17,17,0.06317184406750767,0.00010560914582600336,0.021592071627004883,1.8,3.6,95.8
18,18,0.06836494428639903,2.779558345936946e-05,0.02420911710414471,1.0,4.2,101.2
19,19,0.07052080882676157,0.00012631960491150596,0.02079427632264007,1.6,1.8,108.2
20,20,0.06682304770007971,8.148093500314148e-05,0.021506034176137327,2.4,4.4,113.8
21,21,0.07172264744858078,3.524540938791493e-05,0.02341675921334424,1.2,3.8,118.8
22,22,0.0700167964294367,9.628301820715799e-05,0.022731712672901645,1.4,4.6,124.2
23,23,0.09218922488216949,6.909699190985207e-05,0.02637538776951722,2.6,3.8,129.6
24,24,0.08073872983964733,0.00013396076120858553,0.0236887280350922,1.6,3.6,135.6
25,25,0.08318852971389787,8.534882059549464e-05,0.02485430236476432,3.4,4.0,140.8
26,26,0.06888876318031105,6.766341211789206e-05,0.021194964410957386,2.6,3.2,146.8
27,27,0.06888876318031105,0.00012601867002330996,0.021864435362388232,2.8,3.6,152.8
28,28,0.08601805514167085,3.993190672871927e-05,0.024124319904850276,2.0,2.8,158.4
29,29,0.06888876318031105,0.00010467536150659843,0.019224057897263815,0.4,3.4,164.2
30,30,0.06888876318031105,2.7237417238228258e-05,0.021533899221315617,1.0,3.6,169.8
