,gen,bestFit,worstFit,meanFit,Nrepeats,orgulho,decpcao
0,0,0.06339772389788186,1.1444651127990893e-05,0.013644179706300105,0.0,0.0,0.0
1,1,0.06986509319287884,6.866648543476592e-05,0.015664221030990973,1.2,7.6,11.6
2,2,0.0737876304003066,4.774050552142652e-05,0.016739789623963535,2.4,6.0,24.0
3,3,0.0688687761561825,3.0437430935667074e-05,0.017112651216968675,1.8,6.0,37.6
4,4,0.0701734777732175,1.655289840788834e-05,0.01680115211253096,1.6,6.2,50.2
5,5,0.07617289113939059,7.650726714775564e-05,0.01832453175847625,2.4,5.2,62.6
6,6,0.07292101806774275,3.311727459462413e-05,0.020703890856346194,1.8,8.0,73.0
7,7,0.06384312297078511,5.110795548726015e-05,0.021028565053101366,3.4,7.8,83.6
8,8,0.07178198278621525,3.0730560959624006e-05,0.022515559593060057,3.2,6.2,96.2
9,9,0.06588447214458215,9.148471189388005e-05,0.022946103368415113,2.4,7.8,107.2
10,10,0.08116025753985659,0.00011329519329500884,0.023780994224977526,3.0,6.4,118.4
11,11,0.08796747426589778,5.210638641689042e-05,0.026140939166388044,2.4,8.0,129.2
12,12,0.07039363383012226,1.5897245878328037e-05,0.02440433304776083,2.6,7.0,140.6
13,13,0.0784326389552415,1.421573793944468e-05,0.024979546995354002,1.8,8.0,151.4
14,14,0.0616187493980242,3.772282696944822e-05,0.022705390792646045,2.2,7.2,163.0
15,15,0.06466923351357935,5.718627772489396e-05,0.023926001891591754,2.2,7.4,173.6
16,16,0.06503505992322822,0.0001160091092529758,0.024859118386371813,3.4,8.0,184.0
17,17,0.07458136478144053,5.8528294997396444e-05,0.029452509619496796,4.6,10.8,192.4
18,18,0.061473485180671326,8.233075938640198e-05,0.028175752484907925,4.2,8.8,203.2
19,19,0.07787767170140326,7.669991957017442e-05,0.028660730445078515,5.8,11.0,211.8
20,20,0.07010596193248139,6.806569203933773e-05,0.0305401055304787,4.8,10.0,219.8
21,21,0.08515395490946401,5.189348094087222e-05,0.032720322857781835,4.8,8.0,230.6
22,22,0.07839045106274599,0.00010619882643415215,0.03356215737981682,6.2,8.4,241.0
23,23,0.08123347260956804,0.00011326085737473953,0.033239365921969556,4.4,10.4,249.0
24,24,0.07294898347930345,1.8564425997038013e-05,0.03530798996574018,6.0,10.8,257.0
25,25,0.07487393894023035,1.9630596861417993e-05,0.03192190786143884,5.0,8.8,267.0
26,26,0.07427931378340766,0.000137187744356051,0.0304492627415859,3.0,8.0,276.6
27,27,0.07315463884466762,0.00010497110908874326,0.03305437130212423,3.8,8.2,287.6
28,28,0.07315463884466762,6.607341095264017e-05,0.03270979533850733,3.0,10.0,296.4
29,29,0.06411508571119981,0.00012090201367181909,0.03354707282144044,5.0,8.8,306.0
30,30,0.06411508571119981,9.067230380192196e-05,0.032165673089973826,4.2,10.2,314.2
31,31,0.07294898347930345,6.907867657876826e-05,0.03291026098069093,3.2,10.6,322.4
32,32,0.07183395733146573,8.051035471242461e-05,0.03335017926761162,4.2,10.8,330.8
33,33,0.06741751228054152,0.000198708331985241,0.03253417145008791,5.2,10.2,339.4
34,34,0.07125467482949813,7.740110706461818e-05,0.032018631463991795,3.4,8.8,348.6
35,35,0.07125467482949813,0.00010861909453837324,0.03147448763966343,1.8,9.4,356.8
36,36,0.07125467482949813,0.00011244096761039101,0.03396447524710403,4.0,10.2,364.2
37,37,0.07257657926159676,0.000198708331985241,0.03396070575087616,4.4,11.0,372.0
38,38,0.06523976064993986,0.00014179012937781937,0.033777113321944795,5.2,10.8,379.6
39,39,0.06531992310509264,0.000198708331985241,0.03405238227781514,4.8,13.2,386.0
40,40,0.06771216166551268,0.0001194080528485277,0.03429670034590186,4.8,11.6,393.6
41,41,0.0676114357022946,0.00011995284228475059,0.034335801701951385,5.4,10.6,402.2
42,42,0.06848861701987315,0.00015942790413581278,0.035235826001644474,3.6,10.6,410.0
43,43,0.07290160523925593,8.422776804342346e-05,0.03662925793102144,3.6,11.4,417.8
44,44,0.06756748816287886,0.000198708331985241,0.035035125297388746,4.2,11.4,424.8
45,45,0.06545153670350712,9.067230380192196e-05,0.03396943929553218,3.6,10.8,432.0
46,46,0.061037505641241885,0.00012744328927182975,0.03384103982786698,2.2,11.0,440.2
47,47,0.06187206475286403,9.949907931340777e-05,0.03263463063211862,3.6,11.6,447.0
48,48,0.06446756997976935,0.000198708331985241,0.03454165772197888,1.0,10.8,453.4
49,49,0.06848861701987315,0.00013372926560983704,0.03509725513807595,3.4,9.8,462.8
50,50,0.06848861701987315,0.00012416995259302842,0.03386941859192255,3.2,9.6,472.0
