,gen,bestFit,worstFit,meanFit,Nrepeats,orgulho,decpcao
0,0,0.07631997328794353,2.1925345303084626e-06,0.012192492366834989,0.0,0.0,0.0
1,1,0.07795349504903346,9.820314042469717e-06,0.015503919532517249,1.6,18.0,24.0
2,2,0.07585799007416612,5.451239924622959e-06,0.016171588572141824,2.2,15.0,51.0
3,3,0.0895812504438295,8.730735170023938e-06,0.018328981163691537,2.0,14.2,78.8
4,4,0.08140234162860073,9.820314042469717e-06,0.01745132042076015,1.6,13.0,109.0
5,5,0.0828571812292131,2.192534530308462e-06,0.01837908399084632,1.6,12.6,139.2
6,6,0.0842114323459883,4.348284267258873e-06,0.018469665809920932,2.0,12.2,168.2
7,7,0.09347334415593882,1.1989440564213784e-05,0.01916029666707639,2.6,13.2,197.4
8,8,0.07835517746955636,5.451239924622959e-06,0.019618884324491586,1.2,16.8,222.6
9,9,0.09035333149221972,4.6844125015726586e-06,0.020836059249383743,2.2,14.0,250.6
10,10,0.08826662017933366,5.451239924622959e-06,0.020689003344220133,3.6,15.4,278.0
11,11,0.08219434343939189,1.261804781846286e-05,0.02129940470014221,2.8,17.8,303.0
12,12,0.07581057935681453,2.0175386297640884e-05,0.023103556522658046,3.4,18.6,325.6
13,13,0.06332406854599906,1.9609637726067004e-05,0.023694678102945156,1.8,21.0,347.4
14,14,0.0735440000375725,3.174653407038974e-05,0.02483253768367446,3.6,22.0,368.2
15,15,0.08968154470144558,3.118836784924854e-05,0.02574282763598455,4.0,22.0,388.2
16,16,0.08289319561752553,6.51741078887829e-06,0.02740139580778511,4.6,21.4,408.8
17,17,0.06445295949195232,1.6206550872491622e-05,0.02874454705536959,4.6,23.8,426.2
18,18,0.06985194403838775,2.2569717619571375e-05,0.030212182798188776,4.8,24.8,443.8
19,19,0.07203619248235013,3.174653407038974e-05,0.03111529122722575,3.0,25.8,460.4
20,20,0.07090205468880675,1.4703356522305391e-05,0.03084445791524455,4.0,23.6,478.4
21,21,0.07990032281739241,5.451239924622959e-06,0.032116994841000834,4.8,22.0,496.8
22,22,0.06699155789058112,1.3092396221702518e-05,0.03169063755737176,7.4,23.2,516.0
23,23,0.07305920669347332,2.4105377773310173e-05,0.03225586544173191,6.2,26.8,532.0
24,24,0.07559780509210214,1.3092396221702518e-05,0.032093396650169005,7.2,27.4,547.4
25,25,0.07081572795837385,2.4105377773310173e-05,0.03187129706579103,6.0,23.8,566.4
26,26,0.06938531633612924,3.174653407038974e-05,0.03294819561436517,8.0,26.2,583.8
27,27,0.07452541620772388,3.0714126051306136e-05,0.03479236062860372,8.4,25.4,599.2
28,28,0.06934856953089097,2.466354399445137e-05,0.03523831393311988,8.0,27.0,615.0
29,29,0.07962667661154532,9.483637163506793e-06,0.03592848523548865,6.6,24.8,631.8
30,30,0.07186258851773841,2.4105377773310173e-05,0.036513474147386454,6.8,28.6,645.6
