,gen,bestFit,worstFit,meanFit,Nrepeats,orgulho,decpcao
0,0,0.07190575805002825,1.356957979045803e-05,0.01509049386677159,0,0,0
0,1,0.07190575805002825,1.2040300767436537e-05,0.014529729145567718,1,1,7
0,2,0.07190575805002825,1.356957979045803e-05,0.016891882928196354,2,4,13
0,3,0.07190575805002825,1.356957979045803e-05,0.01938050817545445,0,6,17
0,4,0.07190575805002825,6.232449021384381e-16,0.017262237637522597,1,2,25
0,5,0.07190575805002825,1.113148687615448e-05,0.018309763845590476,0,5,30
0,6,0.07190575805002825,1.356957979045803e-05,0.0219523840503719,3,5,35
0,7,0.07190575805002825,1.356957979045803e-05,0.01936807823241821,2,3,42
0,8,0.07190575805002825,1.356957979045803e-05,0.01492101185202486,2,1,51
0,9,0.07190575805002825,1.113148687615448e-05,0.017987556141685547,2,7,54
0,10,0.07190575805002825,1.356957979045803e-05,0.019001856680342606,4,2,60
0,11,0.07190575805002825,1.356957979045803e-05,0.022397622761850127,4,3,67
0,12,0.07190575805002825,6.232449021384381e-16,0.016107989261044623,1,2,75
0,13,0.07190575805002825,1.356957979045803e-05,0.01548320748418652,2,1,82
0,14,0.07190575805002825,1.356957979045803e-05,0.01686186436720264,0,2,90
0,15,0.07190575805002825,1.356957979045803e-05,0.015062003567314628,2,3,95
0,16,0.07190575805002825,1.356957979045803e-05,0.017585529382174104,1,4,101
0,17,0.07190575805002825,1.356957979045803e-05,0.019093625094813074,2,3,108
0,18,0.07190575805002825,1.356957979045803e-05,0.02378062187499901,1,3,115
0,19,0.07190575805002825,1.356957979045803e-05,0.01980279655023703,2,1,122
0,20,0.07190575805002825,1.356957979045803e-05,0.02050813836820532,3,4,128
0,21,0.08415475742128092,1.356957979045803e-05,0.026418392631191848,4,3,135
0,22,0.07265501431658362,1.356957979045803e-05,0.01969099978968517,2,5,140
0,23,0.12915823326263912,1.356957979045803e-05,0.026408007926391534,3,3,147
0,24,0.07190575805002825,1.356957979045803e-05,0.022509835159481146,3,2,153
0,25,0.08415475742128092,1.356957979045803e-05,0.02622189001370721,4,3,160
0,26,0.07190575805002825,1.356957979045803e-05,0.02039259616584336,5,2,168
0,27,0.07190575805002825,1.356957979045803e-05,0.026459599193326095,5,2,176
0,28,0.12915823326263912,1.356957979045803e-05,0.03365904025495372,4,5,181
0,29,0.07190575805002825,1.356957979045803e-05,0.014318011051698932,0,0,191
0,30,0.07190575805002825,1.356957979045803e-05,0.01814249271431035,1,3,198
