gen,bestFit,worstFit,meanFit,Nrepeats,orgulho,decpcao
0,0.012658250230438447,1.6219408636215772e-05,0.0026979420638645,0.0,0.0,0.0
1,0.013026786127512159,0.00018173195580337053,0.0029760371978422516,0.5477225575051661,3.0495901363953815,4.159326868617084
2,0.012662794092666877,7.725870338523464e-05,0.004180398356792941,2.4899799195977463,2.449489742783178,2.6076809620810595
3,0.02566896435202853,1.738894765883912e-05,0.005712572070094275,3.1144823004794873,1.3416407864998738,1.3416407864998738
4,0.02566896435202853,1.510563663630518e-05,0.005826417566450854,4.03732584763727,1.6733200530681511,2.280350850198276
5,0.022715189341275116,8.399032960884522e-05,0.010841270082848513,5.319774431308154,2.6832815729997477,1.7888543819998317
6,0.02253499396056956,8.508854315336313e-05,0.011659288018258999,5.458937625582473,1.8708286933869707,2.9154759474226504
7,0.018340088144947517,0.0007925381376958533,0.010073765712621275,5.06951674225463,5.176871642217914,5.403702434442518
8,0.031943499565752626,0.0030163419042416565,0.017326534303448937,10.583005244258363,6.985699678629192,6.870225614927067
9,0.031943499565752626,0.03729933377604269,0.021976603708895644,12.557866060760482,6.913754406977441,6.496152707564686
10,0.031943499565752626,0.0017117746864442774,0.025385844316238217,12.853015210447703,6.519202405202649,6.107372593840988
11,0.031943499565752626,0.035775600343064415,0.02484562456275516,13.535139452550904,4.8270073544588685,5.412947441089743
12,0.031943499565752626,0.00706396136216908,0.027062784365478744,10.207840124139876,5.403702434442518,4.878524367060187
13,0.031943499565752626,0.05285178869176487,0.036284416257786056,8.408329203831164,5.403702434442518,5.215361924162119
14,0.031943499565752626,0.02929718159712495,0.03565783587768972,7.596051605933176,3.1144823004794877,3.271085446759225
15,0.031943499565752626,0.07325142182864065,0.033965234678425396,5.770615218501404,2.16794833886788,1.6431676725154984
16,0.031943499565752626,0.03449477907301057,0.031064424926887386,4.277849927241487,0.547722557505166,0.5477225575051661
17,0.031943499565752626,0.0327346780732354,0.028529838864220503,3.6742346141747673,1.51657508881031,0.8366600265340756
18,0.031943499565752626,0.03460832430766619,0.029975294449366866,3.391164991562634,0.8944271909999157,1.6733200530681511
19,0.031943499565752626,0.06953949138289452,0.03199216693201552,4.207136793592526,1.095445115010332,0.894427190999916
20,0.031943499565752626,0.03503612963185922,0.029750949439684,2.3874672772626644,1.0954451150103321,1.0954451150103321
21,0.031943499565752626,0.008117929268011779,0.028641734712326485,4.494441010848846,1.6431676725154984,1.3038404810405297
22,0.031943499565752626,0.04601409344080697,0.02676717349804609,3.9370039370059056,1.4142135623730951,0.894427190999916
23,0.031943499565752626,0.008348906852439652,0.03106417837656976,4.69041575982343,1.0954451150103324,0.8944271909999159
24,0.031943499565752626,0.06603860069675711,0.03208272260051356,3.3166247903554003,0.8944271909999163,1.0954451150103321
25,0.031943499565752626,0.055297244136909826,0.029879706979266053,3.7682887362833553,1.4142135623730954,1.0954451150103321
26,0.031943499565752626,0.05373933159014433,0.02901773587853033,4.03732584763727,1.095445115010332,0.447213595499958
27,0.031943499565752626,0.028090370160200093,0.030710078122986373,5.128352561983234,0.44721359549995765,0.8944271909999159
28,0.031943499565752626,0.009111446815640252,0.030464569701587323,5.019960159204453,0.8944271909999161,0.8944271909999159
29,0.031943499565752626,0.038495778866543595,0.0297458185929187,5.594640292279746,0.8944271909999161,0.4472135954999579
30,0.031943499565752626,0.031235320297173026,0.030898925586340973,5.848076606885377,1.0954451150103324,0.894427190999916
