gen,bestFit,worstFit,meanFit,Nrepeats,orgulho,decpcao
0,0.012632404652972674,7.504573146634719e-05,0.0016958129266432895,0.0,0.0,0.0
1,0.040283664473533196,0.00013108540012135667,0.0038122389331216033,1.6733200530681511,2.3874672772626644,2.3021728866442674
2,0.040283664473533196,0.00018568448464986804,0.002636368815119078,3.082207001484488,2.1908902300206643,2.6076809620810595
3,0.03020327459217888,7.547735545041419e-05,0.0035706729529389604,2.6076809620810595,2.8284271247461903,3.6331804249169903
4,0.03020327459217888,0.00020937000471429022,0.004352441032122356,2.5099800796022267,2.6076809620810595,2.0
5,0.03020327459217888,8.515046096893222e-05,0.0064904622402218,2.863564212655271,1.3038404810405297,1.8165902124584952
6,0.03020327459217888,8.634799618960327e-05,0.007731610578953639,3.7815340802378072,2.449489742783178,3.03315017762062
7,0.03020327459217888,8.962003547322604e-05,0.015389159547501101,4.929503017546495,3.082207001484488,4.08656334834051
8,0.03020327459217888,0.007480424743197283,0.02516999137513639,8.080841540334768,4.358898943540674,4.878524367060187
9,0.03020327459217888,0.0010550490117876468,0.02752748430390165,10.173494974687902,5.813776741499453,5.215361924162119
10,0.03020327459217888,0.0008223456438050943,0.025790562017710624,8.757853618324527,6.041522986797286,5.167204273105526
11,0.031018804876678865,0.046128756266672656,0.03592359754327816,13.007690033207279,7.293833011524188,7.563068160475615
12,0.031018804876678865,0.046943465459833994,0.03097029824588767,12.441864811996632,7.362064927722384,7.602631123499285
13,0.030795133025004192,0.004405599464580412,0.026244822141847795,8.677557259966656,5.89915248150105,5.89915248150105
14,0.0313327771910508,0.022696040990400852,0.02474115829610201,8.613942186943213,6.06630035524124,6.016643582596529
15,0.0313327771910508,0.04675916555865393,0.022893185660653556,6.534523701081817,3.7013511046643495,3.2093613071762426
16,0.0313327771910508,0.03180763080131129,0.01694034180176123,8.5848704125339,4.8166378315169185,4.33589667773576
17,0.0313327771910508,0.045095105179512714,0.01960474592747972,3.5777087639996634,3.1622776601683795,3.1622776601683795
18,0.029184195348442375,0.001041158909010542,0.017073216045287807,5.029910535983716,4.505552130427524,4.722287581247038
19,0.029184195348442375,0.04620569889913442,0.012123955921076587,6.670832032063167,3.4351128074635335,3.7416573867739413
20,0.029184195348442375,0.0463553916186703,0.012103621774023968,6.164414002968976,4.722287581247038,3.96232255123179
21,0.029184195348442375,0.011121077444585372,0.01378808522602872,4.08656334834051,2.9664793948382653,1.6733200530681511
22,0.029184195348442375,0.05707047101486794,0.024116891536227716,10.454664030948102,6.099180272790762,6.260990336999411
23,0.029184195348442375,0.046775675437816126,0.01943127371732714,10.56882207249228,5.770615218501403,5.338539126015656
24,0.029184195348442375,0.04864252363245243,0.02018509568962797,9.354143466934854,6.418722614352484,5.830951894845301
25,0.029184195348442375,0.050181207900391364,0.01798109037277854,8.843076387773658,5.504543577809153,6.058052492344384
26,0.029184195348442375,0.04316080071452624,0.014824522175402205,8.264381404557755,3.4641016151377544,3.5777087639996634
27,0.029184195348442375,0.006103967641424342,0.01705763999959328,6.534523701081816,3.209361307176242,3.7815340802378072
28,0.029184195348442375,0.048479726820963846,0.01997925829992873,5.540758070878027,1.4832396974191324,1.7320508075688772
29,0.029184195348442375,0.042797749935734083,0.027466449449948315,5.0,0.547722557505166,0.8366600265340756
30,0.029184195348442375,0.042078999163422975,0.027675306182711086,3.898717737923586,2.0000000000000004,1.0954451150103321
