gen,bestFit,worstFit,meanFit,Nrepeats,orgulho,decpcao
0,0.03236299840662214,1.6656596136563925e-05,0.001072124467753715,0.0,0.0,0.0
1,0.027352573572032655,1.853212142323729e-05,0.0017328275714269812,1.6431676725154984,3.605551275463989,3.5777087639996634
2,0.02593973661957139,1.088969854668579e-05,0.001885361945028199,2.7748873851023212,2.7928480087537886,2.4083189157584597
3,0.02578197057226282,5.288082830697297e-06,0.0045383688572615734,3.2093613071762426,2.9664793948382657,3.741657386773941
4,0.02335238350582157,3.759966056048748e-06,0.006695163814634325,6.9498201415576215,2.1908902300206647,2.1908902300206647
5,0.020987080045632184,5.221853604662784e-05,0.009232202356754407,7.3824115301167,2.5495097567963922,1.5165750888103098
6,0.01948720079130529,3.246812555940603e-05,0.010901931300605076,8.927485648266257,3.1304951684997055,3.130495168499705
7,0.018484863664181176,0.00013407025164211803,0.018810426826706833,17.008821240756223,6.324555320336759,5.813776741499453
8,0.018484863664181176,1.6736388844497803e-05,0.025790081766087863,21.135278564523347,6.228964600958975,5.761944116355173
9,0.018484863664181176,4.8514928770850555e-05,0.03553560720855421,28.53594224832956,11.099549540409287,12.37739875741264
10,0.018484863664181176,0.010728203150183158,0.0349953853642773,27.45359721420856,9.09945053286186,10.401922899156675
11,0.018484863664181176,0.02857438480427561,0.036260954501046716,25.508822003377578,14.38054240979804,14.099645385611653
12,0.018484863664181176,0.04988229893417707,0.03603196382158663,23.754999473794985,15.336231610144651,14.042791745233567
13,0.018484863664181176,0.003721832120926182,0.03380807885228467,22.759613353482084,12.441864811996632,12.884098726725126
14,0.02307363880714602,0.02156073419402641,0.032686255602384605,24.795160818191924,13.740451229854134,13.221195104830729
15,0.02307363880714602,0.05719776128165936,0.030576998939701523,25.5499510762741,11.40175425099138,11.135528725660043
16,0.0188817776860648,0.00659431329516068,0.026568862943352395,20.70507184242547,8.12403840463596,8.67179335547152
17,0.0188817776860648,0.0036856683979050228,0.026096443130408705,24.754797514825285,12.157302332343306,12.361229712289955
18,0.0188817776860648,0.025786608798823614,0.023725077432144092,23.82855429941145,10.232301793829189,10.454664030948102
19,0.025151053127226056,0.0003660959898291184,0.022102215695429292,19.24318061028374,11.476062042355817,11.77709641634983
20,0.025151053127226056,0.006554398010402065,0.018660386358959953,20.7533129885327,10.039920318408907,11.224972160321824
21,0.025151053127226056,0.0007453275072212594,0.025202218288844242,18.01388353465182,13.126309458488324,12.30853362509117
22,0.025151053127226056,0.011006723310924713,0.031013476085959498,20.72920644887305,14.363147287415806,14.75466028073842
23,0.025151053127226056,0.005745998255925925,0.02902898408773166,16.772000476985447,11.436782764396638,12.601587201618692
24,0.025151053127226056,0.000344351190722428,0.035262886410141164,18.105247858010674,14.20211251891774,15.08973160795115
25,0.025151053127226056,0.003671624279869421,0.035818503150990104,21.536016344718913,11.193748255164577,9.67987603226405
26,0.020386912270121477,0.010510549276698089,0.034588529089756674,21.60555484129024,9.316651759081692,9.497368056467012
27,0.020386912270121477,0.004201965376417908,0.030738073896883322,14.223220451079284,7.5630681604756145,7.429670248402684
28,0.020386912270121477,0.020276796654351874,0.02946948907500737,15.453155017665486,3.6331804249169903,2.8635642126552705
29,0.020386912270121477,0.010154925915273975,0.028186567664212528,14.363147287415803,4.979959839195494,5.403702434442518
30,0.020386912270121477,0.003991272802819902,0.02835746870397457,15.820872289478858,4.147288270665544,4.774934554525329
