,gen,bestFit,worstFit,meanFit,Nrepeats,orgulho,decepcao
0,0,0.0545386996081369,2.723947181737696e-06,0.0138249147296236,0,0,0
1,1,0.0673106601831489,6.232449021384381e-16,0.0185246113982589,0,12,28
2,2,0.0719057580500282,2.5383490428103392e-05,0.0196147784445375,5,8,34
3,3,0.0726550143165836,0.0,0.0207676966422716,3,10,34
4,4,0.0883646086109492,2.723947181737696e-06,0.0258465870319617,4,12,32
5,5,0.1238013803691703,2.723947181737696e-06,0.0271236353993333,4,12,30
6,6,0.1238013803691703,4.09297286671355e-05,0.0282241662071078,8,6,34
7,7,0.1238013803691703,0.0,0.0342538360695754,10,11,31
8,8,0.1238013803691703,6.232449021384381e-16,0.0387896087420409,9,12,30
9,9,0.1238013803691703,1.113148687615448e-05,0.0453683365987092,16,14,28
10,10,0.1238013803691703,0.0001892480644437,0.0593699735202086,27,20,22
11,11,0.1238013803691703,3.803410188467457e-05,0.0708214417005951,31,20,24
12,12,0.1238013803691703,3.803410188467457e-05,0.0632946767638369,36,16,26
13,13,0.1238013803691703,0.0006349285552582,0.0673431980051475,38,18,26
14,14,0.141522348241241,0.0,0.0602062995956723,26,10,32
15,15,0.141522348241241,4.09297286671355e-05,0.0690788091591264,23,22,20
16,16,0.141522348241241,1.356957979045803e-05,0.0679720361921608,29,20,22
17,17,0.141522348241241,4.290012929824804e-05,0.0621854124725238,25,12,30
18,18,0.141522348241241,2.723947181737696e-06,0.0739333461133695,31,16,26
19,19,0.158915333219876,3.143036271245386e-06,0.084329514840725,43,14,28
20,20,0.158915333219876,1.356957979045803e-05,0.0860479930572363,43,16,28
21,21,0.158915333219876,3.143036271245386e-06,0.1030275081232778,58,19,23
22,22,0.158915333219876,3.143036271245386e-06,0.1133102599057675,66,28,12
23,23,0.158915333219876,0.0004831813570228,0.1215554288166612,75,26,16
24,24,0.158915333219876,0.0001718294712947,0.1361053050522684,77,17,27
25,25,0.158915333219876,0.0004831813570228,0.1426321561595512,80,28,14
26,26,0.158915333219876,0.0022452758340002,0.1508859116557622,88,38,4
27,27,0.158915333219876,0.0082933722725024,0.1533170893950025,89,42,2
28,28,0.158915333219876,0.0466750964250977,0.1568768841215609,93,40,2
29,29,0.158915333219876,0.0245269307900799,0.1555664885440215,95,40,2
30,30,0.158915333219876,0.0006313977639976,0.154843606705372,95,40,2
