,gen,bestFit,worstFit,meanFit,Nrepeats,orgulho,decepcao
0,0,0.060071866923659,5.906805586398848e-05,0.013919691376425,0.0,0.0,0.0
1,1,0.0688241909209567,0.0003984671519304,0.0212000346598854,0.4,2.0,6.4
2,2,0.075934611459963,0.0003251768026816,0.0289562202310128,4.4,2.2,6.6
3,3,0.0781373473702584,0.0002072970848453,0.0309311585502484,4.2,0.8,8.8
4,4,0.0781373473702584,0.0002735591332482,0.0337633331609117,5.8,1.4,7.399999999999999
5,5,0.082277688297904,0.0003134880177715,0.0394068813322849,9.2,3.4,5.800000000000001
6,6,0.087433194521758,0.0012160078415427,0.0504155804888414,12.4,3.0,5.799999999999997
7,7,0.087433194521758,0.0001639775891171,0.0521877049643928,13.2,2.8,6.400000000000006
8,8,0.087433194521758,0.0015833404583725,0.0597911525631529,17.0,3.2,6.399999999999999
9,9,0.087433194521758,0.0156266138756904,0.0667766123297048,19.2,4.4,4.799999999999997
10,10,0.0915303357459841,0.0161835164415658,0.0768811117077768,22.2,6.6,1.8000000000000043
11,11,0.0915303357459841,0.0201899759202713,0.0816672971531521,24.4,7.2,2.0
12,12,0.0915303357459841,0.0371185332342595,0.0867607227236452,25.2,7.6,1.5999999999999943
13,13,0.0915303357459841,0.087433194521758,0.0904377647528571,25.8,8.8,0.7999999999999972
14,14,0.0915303357459841,0.0281390682032462,0.0883143875163009,25.4,8.2,1.0
15,15,0.0915303357459841,0.0239080781274796,0.0883749410438721,26.0,8.0,0.8000000000000114
16,16,0.0915303357459841,0.0466033153763678,0.0895352527953084,26.6,9.2,0.3999999999999915
17,17,0.0935619522541781,0.0272625324687232,0.0884912598230057,25.4,8.0,0.7999999999999972
18,18,0.0935619522541781,0.0372763977117453,0.0894260095736213,25.2,9.2,0.4000000000000057
19,19,0.0935619522541781,0.0606449987715076,0.0907101559509281,24.4,8.0,0.7999999999999972
20,20,0.0935619522541781,0.0339567397729339,0.0884147817411237,24.6,7.6,1.6000000000000085
21,21,0.0935619522541781,0.0489836190416926,0.0906934900000068,25.4,7.8,1.0
22,22,0.0958906546384018,0.0592656823395642,0.0924535012310226,26.4,8.0,0.0
23,23,0.0958906546384018,0.0297685673583936,0.0896746611022484,25.0,7.2,1.1999999999999886
24,24,0.0958906546384018,0.0407427589664377,0.0923861877992631,26.0,7.6,0.8000000000000114
25,25,0.0958906546384018,0.0413582848762894,0.0926580836773586,26.4,7.6,0.7999999999999972
26,26,0.0958906546384018,0.0626597515858403,0.0929572510085268,25.0,7.4,1.3999999999999915
27,27,0.0958906546384018,0.0442887311981997,0.0932013592898697,25.4,9.2,0.8000000000000114
28,28,0.0958906546384018,0.0512174483243023,0.0931378971527135,24.6,8.4,1.1999999999999886
29,29,0.0958906546384018,0.0409931177500854,0.0933267898598932,26.2,9.2,0.0
30,30,0.0958906546384018,0.0586903291974031,0.0943983401007896,25.6,9.4,0.6000000000000085
