,gen,bestFit,worstFit,meanFit,Nrepeats,orgulho,decepcao
0,0,0.06994637844359107,2.723947181737696e-06,0.015581267880294881,0,0,0
0,1,0.06994637844359107,2.380949872312688e-05,0.02447179401728497,0,4,10
0,2,0.0819046107112836,4.09297286671355e-05,0.028152546306959868,0,4,12
0,3,0.0819046107112836,0.00020485392158005666,0.029051321741143755,0,1,15
0,4,0.0819046107112836,2.380949872312688e-05,0.03283281528870997,0,4,12
0,5,0.0819046107112836,4.09297286671355e-05,0.032181577417559885,2,4,14
0,6,0.0819046107112836,0.00021625346711387603,0.03606360625932787,3,2,8
0,7,0.10540824063399305,4.09297286671355e-05,0.045372544549064614,8,6,12
0,8,0.1102359895364377,4.09297286671355e-05,0.048367228658021975,10,0,12
0,9,0.1102359895364377,0.000332706018194225,0.06636472836523069,16,4,12
0,10,0.1102359895364377,0.00039650139568418974,0.07196457967304075,17,8,8
0,11,0.1102359895364377,0.00048318135702285925,0.0694075511529912,16,5,9
0,12,0.1102359895364377,4.09297286671355e-05,0.07259613334667633,16,7,7
0,13,0.1102359895364377,0.0001300266442531566,0.07689147699087327,16,8,8
0,14,0.1102359895364377,0.0001300266442531566,0.07848930237760463,14,7,9
0,15,0.1102359895364377,0.005537480987920771,0.08812680164805499,19,9,5
0,16,0.1102359895364377,0.0012940641521512217,0.10018316478556162,25,10,2
0,17,0.1102359895364377,0.00018744445845371883,0.097021585749403,23,8,4
0,18,0.1159319968792723,0.0007702349788820684,0.09608294609332121,20,12,4
0,19,0.1159319968792723,0.00017182947129474737,0.08966800034622648,21,10,4
0,20,0.1159319968792723,0.001453466787384379,0.09781664056027768,20,8,6
0,21,0.1159319968792723,0.00018744445845371883,0.09851659666368581,23,6,10
0,22,0.1159319968792723,0.0005874204597814142,0.09696277922779807,30,10,6
0,23,0.1159319968792723,0.0004419740788065926,0.08954939568306686,25,8,4
0,24,0.1159319968792723,0.000260456638998673,0.09438856742840493,28,10,4
0,25,0.158915333219876,0.00018924806444375398,0.10560876602262707,30,16,0
0,26,0.158915333219876,0.000260456638998673,0.10352695908829893,25,11,3
0,27,0.158915333219876,0.0020690983048495615,0.09961353383315764,23,10,6
0,28,0.158915333219876,1.113148687615448e-05,0.09861150950702255,22,8,10
0,29,0.158915333219876,0.0004419740788065926,0.1051344563036068,16,10,4
0,30,0.158915333219876,1.113148687615448e-05,0.11754751686909572,20,8,8
