gen,bestFit,worstFit,meanFit,Nrepeats,orgulho,decpcao
0,0.01288602935987449,6.760291391768199e-05,0.0020622189264042946,0.0,0.0,0.0
1,0.004085139007435511,0.0005330075879728657,0.0019526165099281868,0.894427190999916,1.5811388300841898,2.3021728866442674
2,0.010598554861920162,0.00031661871444791024,0.003120116037981772,2.073644135332772,0.4472135954999579,1.3416407864998738
3,0.010887119757589561,0.00017293433503246056,0.006529580312355867,1.9235384061671343,1.0954451150103321,1.7888543819998317
4,0.010887119757589561,0.0005707294927156549,0.007887546059861824,3.834057902536163,0.8944271909999159,0.8944271909999159
5,0.01716488137608494,0.0005552014719966449,0.007911994590120708,4.764451699828638,1.9493588689617927,1.7888543819998317
6,0.016520979979748628,0.0014773022053597023,0.012570404973547594,3.286335345030997,1.4142135623730951,0.44721359549995804
7,0.016520979979748628,0.00018053383615867073,0.006100329372349714,5.890670590009257,3.1144823004794873,3.7815340802378077
8,0.016520979979748628,0.0014150821628453577,0.006808641083980439,5.049752469181039,3.03315017762062,2.6076809620810595
9,0.016520979979748628,0.0319078344514434,0.01137348391377032,6.610597552415364,3.286335345030997,3.898717737923586
10,0.01032224125007453,0.03157306895016855,0.01176376638138286,2.0493901531919194,1.6733200530681511,2.4899799195977463
11,0.01032224125007453,0.036208148622440275,0.011664991262558802,1.5165750888103098,1.788854381999832,2.0
12,0.01032224125007453,0.03453120008769067,0.01306650748074025,3.492849839314596,2.1908902300206643,2.6076809620810595
13,0.01032224125007453,0.016520979979748628,0.01159771085326408,3.1144823004794873,1.7888543819998317,1.788854381999832
14,0.01032224125007453,0.032149391130600925,0.010520411509967671,3.286335345030997,1.0954451150103321,1.4142135623730951
15,0.01032224125007453,0.036529336696439166,0.009065108371424128,1.5811388300841898,1.2247448713915892,0.8366600265340756
16,0.01032224125007453,0.034475324323925964,0.009240677223033919,1.5165750888103104,1.095445115010332,0.8944271909999159
17,0.014445116377027363,0.04534169035814123,0.01177508230913828,2.701851217221259,0.0,1.0954451150103324
18,0.014445116377027363,0.04306490513688565,0.010286628276713339,3.2710854467592254,1.0954451150103324,0.8944271909999159
19,0.014445116377027363,0.045638257944071246,0.011189887387520503,3.2093613071762426,1.4142135623730951,1.0954451150103324
20,0.014445116377027363,0.04529697886472752,0.011462517322255604,3.974921382870358,1.6733200530681511,1.6733200530681511
21,0.014445116377027363,0.045072103048863825,0.01394598877919491,3.361547262794322,2.4899799195977463,1.7320508075688774
22,0.015821705130221634,0.052183672490891723,0.015023820281599841,2.302172886644268,1.4142135623730951,0.0
23,0.015821705130221634,0.03345745119415033,0.015735394341909355,2.9154759474226504,1.0954451150103321,1.7888543819998317
24,0.015821705130221634,0.039405505993955155,0.013990844036608194,2.345207879911715,0.8944271909999157,1.7888543819998317
25,0.015821705130221634,0.0410257088387446,0.013648828416533287,1.341640786499874,2.1908902300206643,1.7888543819998317
26,0.015821705130221634,0.051724751262283465,0.017501785642420508,3.082207001484488,1.949358868961793,1.3416407864998738
27,0.015821705130221634,0.053359498118895864,0.015674052646851656,0.8944271909999161,1.095445115010332,1.0954451150103324
28,0.015821705130221634,0.047152478534688215,0.016030858897950646,1.9493588689617927,0.8944271909999161,1.0954451150103321
29,0.015821705130221634,0.05582050381028955,0.015880967980825392,2.387467277262665,1.095445115010332,0.0
30,0.015821705130221634,0.046453697267403386,0.01511777430574193,2.073644135332772,0.8944271909999157,0.8944271909999159
