,gen,bestFit,worstFit,meanFit,Nrepeats,orgulho,decepcao
0,0,0.058568354815187,1.38527112814782e-05,0.0110336619909028,0.0,0.0,0.0
1,1,0.070327534955873,0.0001309154690868,0.0190553591207843,0.4,7.6,10.4
2,2,0.0718975016284337,4.541161698613692e-05,0.0244155344151508,1.8,6.0,13.6
3,3,0.0840801388838634,9.904131860371257e-06,0.0283455626250285,3.2,2.6,16.6
4,4,0.0840801388838634,2.271389165179213e-05,0.0321055879615974,6.6,4.4,14.799999999999997
5,5,0.0871104468596344,7.592016286488916e-05,0.0360051652233064,9.4,4.8,13.199999999999996
6,6,0.0873149920027339,6.0968217029911786e-05,0.0435344823701906,11.6,6.0,12.0
7,7,0.0999870694550629,0.0003723002513518,0.049453878136917,15.2,6.4,12.800000000000011
8,8,0.1093985894298423,0.0014369431719781,0.0552272171452064,16.0,6.6,11.799999999999997
9,9,0.1093985894298423,0.0169459896931098,0.0617716406754652,20.8,8.6,9.799999999999997
10,10,0.1093985894298423,0.0009057042423872,0.0690186252056196,26.2,11.0,8.599999999999994
11,11,0.1093985894298423,0.0203123166242173,0.0819601841119567,31.8,12.4,6.400000000000006
12,12,0.1093985894298423,0.0042610834186457,0.08817752360503,33.8,11.8,6.599999999999994
13,13,0.1093985894298423,0.033734843307056,0.0961924129813227,37.2,13.2,4.800000000000011
14,14,0.1093985894298423,0.0136438478121897,0.1010287796299877,38.8,15.2,3.1999999999999886
15,15,0.1093985894298423,0.0637935332975166,0.1067320996607522,42.4,17.2,1.200000000000017
16,16,0.1093985894298423,0.0387499478479584,0.1074933458670535,43.4,18.4,0.39999999999997726
17,17,0.1093985894298423,0.0260236887280572,0.1044092197267243,43.0,18.4,1.200000000000017
18,18,0.1093985894298423,0.0225216615906089,0.1034848115596954,42.0,16.4,1.5999999999999943
19,19,0.1093985894298423,0.0499183539165204,0.1078979788179823,44.2,18.8,0.4000000000000057
20,20,0.1093985894298423,0.0563266849199685,0.1073903620879005,43.8,18.8,0.799999999999983
21,21,0.1093985894298423,0.0062748576544542,0.103655919327327,42.2,16.8,0.8000000000000114
22,22,0.1093985894298423,0.0401295907822004,0.1057313993275054,44.0,18.0,0.4000000000000057
23,23,0.1093985894298423,0.0120769815376816,0.1055112456610182,43.0,17.2,0.4000000000000057
24,24,0.1093985894298423,0.0542394863243133,0.1065189669844367,43.0,16.4,1.1999999999999886
25,25,0.1093985894298423,0.0467806031331551,0.10637271628428,43.2,18.0,1.1999999999999886
26,26,0.1093985894298423,0.0486494430801112,0.106495244807991,44.4,18.2,0.20000000000001705
27,27,0.1093985894298423,0.0166995459332616,0.1068991010386488,43.4,18.2,0.5999999999999943
28,28,0.1093985894298423,0.0100305768471014,0.105391191023003,43.2,18.4,0.4000000000000057
29,29,0.1093985894298423,0.0324025294802804,0.1061261269732065,43.4,17.4,0.19999999999998863
30,30,0.1093985894298423,0.0311926726111599,0.1064629412436813,42.8,18.8,0.4000000000000057
